block,number,placement,code,coordX,coord-Y,expandX,expand-Y,Blok Rumah,Spesifikasi,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12
d16,42,horz,subh,1264.5,3970.5,120,72,D16/42,27/60 (6x10),,,,,,,,,,,,
d16,41,horz,subh,1264.5,4042.5,120,72,D16/41,27/60 (6x10),,,,,,,,,,,,
d16,40,horz,subh,1264.5,4114.5,120,72,D16/40,27/60 (6x10),,,,,,,,,,,,
d16,39,horz,subh,1264.5,4186.5,120,72,D16/39,27/60 (6x10),,,,,,,,,,,,
d16,38,horz,subh,1264.5,4258.5,120,72,D16/38,27/60 (6x10),,,,,,,,,,,,
d16,37,horz,subh,1264.5,4330.5,120,72,D16/37,27/60 (6x10),,,,,,,,,,,,
d16,36,horz,subh,1264.5,4402.5,120,72,D16/36,27/60 (6x10),,,,,,,,,,,,
d16,35,horz,subh,1264.5,4474.5,120,72,D16/35,27/60 (6x10),,,,,,,,,,,,
d16,34,horz,subh,1264.5,4546.5,120,72,D16/34,27/60 (6x10),,,,,,,,,,,,
d16,33,horz,subh,1264.5,4618.5,120,72,D16/33,27/60 (6x10),,,,,,,,,,,,
d16,32,horz,subh,1264.5,4690.5,120,72,D16/32,27/60 (6x10),,,,,,,,,,,,
d16,31,horz,subh30,1264.5,4762.5,120,108,D16/31,27/60 (6x10) +30,,,,,,,,,,,,
d16,1,horz,subh,1384.5,3682.5,120,72,D16/01,27/60 (6x10),,,,,,,,,,,,
d16,2,horz,subh,1384.5,3754.5,120,72,D16/02,27/60 (6x10),,,,,,,,,,,,
d16,3,horz,subh,1384.5,3826.5,120,72,D16/03,27/60 (6x10),,,,,,,,,,,,
d16,4,horz,subh,1384.5,3898.5,120,72,D16/04,27/60 (6x10),,,,,,,,,,,,
d16,5,horz,subh,1384.5,3970.5,120,72,D16/05,27/60 (6x10),,,,,,,,,,,,
d16,6,horz,subh,1384.5,4042.5,120,72,D16/06,27/60 (6x10),,,,,,,,,,,,
d16,7,horz,subh,1384.5,4114.5,120,72,D16/07,27/60 (6x10),,,,,,,,,,,,
d16,8,horz,subh,1384.5,4186.5,120,72,D16/08,27/60 (6x10),,,,,,,,,,,,
d16,9,horz,subh,1384.5,4258.5,120,72,D16/09,27/60 (6x10),,,,,,,,,,,,
d16,10,horz,subh,1384.5,4330.5,120,72,D16/10,27/60 (6x10),,,,,,,,,,,,
d16,11,horz,subh,1384.5,4402.5,120,72,D16/11,27/60 (6x10),,,,,,,,,,,,
d16,12,horz,subh,1384.5,4474.5,120,72,D16/12,27/60 (6x10),,,,,,,,,,,,
d16,13,horz,subh,1384.5,4546.5,120,72,D16/12A,27/60 (6x10),,,,,,,,,,,,
d16,14,horz,subh,1384.5,4618.5,120,72,D16/14,27/60 (6x10),,,,,,,,,,,,
d16,15,horz,subh,1384.5,4690.5,120,72,D16/15,27/60 (6x10),,,,,,,,,,,,
d16,16,horz,subh30,1384.5,4762.5,120,108,D16/16,27/60 (6x10) +30,,,,,,,,,,,,
d17,46,horz,subh,940.5,3682.5,120,72,D17/46,27/60 (6x10),,,,,,,,,,,,
d17,45,horz,subh,940.5,3754.5,120,72,D17/45,27/60 (6x10),,,,,,,,,,,,
d17,44,horz,subh,940.5,3826.5,120,72,D17/44,27/60 (6x10),,,,,,,,,,,,
d17,43,horz,subh,940.5,3898.5,120,72,D17/43,27/60 (6x10),,,,,,,,,,,,
d17,42,horz,subh,940.5,3970.5,120,72,D17/42,27/60 (6x10),,,,,,,,,,,,
d17,41,horz,subh,940.5,4042.5,120,72,D17/41,27/60 (6x10),,,,,,,,,,,,
d17,40,horz,subh,940.5,4114.5,120,72,D17/40,27/60 (6x10),,,,,,,,,,,,
d17,39,horz,subh,940.5,4186.5,120,72,D17/39,27/60 (6x10),,,,,,,,,,,,
d17,38,horz,subh,940.5,4258.5,120,72,D17/38,27/60 (6x10),,,,,,,,,,,,
d17,37,horz,subh,940.5,4330.5,120,72,D17/37,27/60 (6x10),,,,,,,,,,,,
d17,36,horz,subh,940.5,4402.5,120,72,D17/36,27/60 (6x10),,,,,,,,,,,,
d17,16,horz,subh30,1060.5,4762.5,120,108,D17/16,27/60 (6x10) +30,,,,,,,,,,,,
d17,34,horz,subh,940.5,4546.5,120,72,D17/34,27/60 (6x10),,,,,,,,,,,,
d17,33,horz,subh,940.5,4618.5,120,72,D17/33,27/60 (6x10),,,,,,,,,,,,
d17,32,horz,subh,940.5,4690.5,120,72,D17/32,27/60 (6x10),,,,,,,,,,,,
d17,31,horz,subh30,940.5,4762.5,120,108,D17/31,27/60 (6x10) +30,,,,,,,,,,,,
d17,1,horz,subh,1060.5,3682.5,120,72,D17/01,27/60 (6x10),,,,,,,,,,,,
d17,2,horz,subh,1060.5,3754.5,120,72,D17/02,27/60 (6x10),,,,,,,,,,,,
d17,3,horz,subh,1060.5,3826.5,120,72,D17/03,27/60 (6x10),,,,,,,,,,,,
d17,4,horz,subh,1060.5,3898.5,120,72,D17/04,27/60 (6x10),,,,,,,,,,,,
d17,5,horz,subh,1060.5,3970.5,120,72,D17/05,27/60 (6x10),,,,,,,,,,,,
d17,6,horz,subh,1060.5,4042.5,120,72,D17/06,27/60 (6x10),,,,,,,,,,,,
d17,7,horz,subh,1060.5,4114.5,120,72,D17/07,27/60 (6x10),,,,,,,,,,,,
d17,8,horz,subh,1060.5,4186.5,120,72,D17/08,27/60 (6x10),,,,,,,,,,,,
d17,9,horz,subh,1060.5,4258.5,120,72,D17/09,27/60 (6x10),,,,,,,,,,,,
d17,10,horz,subh,1060.5,4330.5,120,72,D17/10,27/60 (6x10),,,,,,,,,,,,
d17,11,horz,subh,1060.5,4402.5,120,72,D17/11,27/60 (6x10),,,,,,,,,,,,
d17,12,horz,subh,1060.5,4474.5,120,72,D17/12,27/60 (6x10),,,,,,,,,,,,
d17,13,horz,subh,1060.5,4546.5,120,72,D17/12A,27/60 (6x10),,,,,,,,,,,,
d17,14,horz,subh,1060.5,4618.5,120,72,D17/14,27/60 (6x10),,,,,,,,,,,,
d17,15,horz,subh,1060.5,4690.5,120,72,D17/15,27/60 (6x10),,,,,,,,,,,,
d17,35,horz,subh,940.5,4474.5,120,72,D17/35,27/60 (6x10),,,,,,,,,,,,
d18,1,horz,subh,736.5,3610.5,120,72,D18/01,27/60 (6x10),,,,,,,,,,,,
d18,2,horz,subh,736.5,3682.5,120,72,D18/02,27/60 (6x10),,,,,,,,,,,,
d18,3,horz,subh,736.5,3754.5,120,72,D18/03,27/60 (6x10),,,,,,,,,,,,
d18,4,horz,subh,736.5,3826.5,120,72,D18/04,27/60 (6x10),,,,,,,,,,,,
d18,42,horz,subh,616.5,3898.5,120,72,D18/42,27/60 (6x10),,,,,,,,,,,,
d18,5,horz,subh,736.5,3898.5,120,72,D18/05,27/60 (6x10),,,,,,,,,,,,
d18,40,horz,subh,616.5,4042.5,120,72,D18/40,27/60 (6x10),,,,,,,,,,,,
d18,6,horz,subh,736.5,3970.5,120,72,D18/06,27/60 (6x10),,,,,,,,,,,,
d18,7,horz,subh,736.5,4042.5,120,72,D18/07,27/60 (6x10),,,,,,,,,,,,
d18,8,horz,subh,736.5,4114.5,120,72,D18/08,27/60 (6x10),,,,,,,,,,,,
d18,9,horz,subh,736.5,4186.5,120,72,D18/09,27/60 (6x10),,,,,,,,,,,,
d18,10,horz,subh,736.5,4258.5,120,72,D18/10,27/60 (6x10),,,,,,,,,,,,
d18,12,horz,subh,736.5,4402.5,120,72,D18/12,27/60 (6x10),,,,,,,,,,,,
d18,13,horz,subh,736.5,4474.5,120,72,D18/12A,27/60 (6x10),,,,,,,,,,,,
d18,15,horz,subh,736.5,4618.5,120,72,D18/15,27/60 (6x10),,,,,,,,,,,,
d18,16,horz,subh,736.5,4690.5,120,72,D18/16,27/60 (6x10),,,,,,,,,,,,
d18,30,horz,subh30,616.5,4762.5,120,108,D18/30,27/60 (6x10) +30,,,,,,,,,,,,
d18,17,horz,subh30,736.5,4762.5,120,108,D18/17,27/60 (6x10) +30,,,,,,,,,,,,
d18,31,horz,subh,616.5,4690.5,120,72,D18/31,27/60 (6x10),,,,,,,,,,,,
d18,32,horz,subh,616.5,4618.5,120,72,D18/32,27/60 (6x10),,,,,,,,,,,,
d18,33,horz,subh,616.5,4546.5,120,72,D18/33,27/60 (6x10),,,,,,,,,,,,
d18,34,horz,subh,616.5,4474.5,120,72,D18/34,27/60 (6x10),,,,,,,,,,,,
d18,35,horz,subh,616.5,4402.5,120,72,D18/35,27/60 (6x10),,,,,,,,,,,,
d18,36,horz,subh,616.5,4330.5,120,72,D18/36,27/60 (6x10),,,,,,,,,,,,
d18,37,horz,subh,616.5,4258.5,120,72,D18/37,27/60 (6x10),,,,,,,,,,,,
d18,38,horz,subh,616.5,4186.5,120,72,D18/38,27/60 (6x10),,,,,,,,,,,,
d18,39,horz,subh,616.5,4114.5,120,72,D18/39,27/60 (6x10),,,,,,,,,,,,
d18,11,horz,subh,736.5,4330.5,120,72,D18/11,27/60 (6x10),,,,,,,,,,,,
d18,41,horz,subh,616.5,3970.5,120,72,D18/41,27/60 (6x10),,,,,,,,,,,,
d18,43,horz,subh,616.5,3826.5,120,72,D18/43,27/60 (6x10),,,,,,,,,,,,
d18,14,horz,subh,736.5,4546.5,120,72,D18/14,27/60 (6x10),,,,,,,,,,,,
d18,44,horz,subh,616.5,3754.5,120,72,D18/44,27/60 (6x10),,,,,,,,,,,,
d18,45,horz,subh,616.5,3682.5,120,72,D18/45,27/60 (6x10),,,,,,,,,,,,
d18,46,horz,subh,616.5,3610.5,120,72,D18/46,27/60 (6x10),,,,,,,,,,,,
d19,1,horz,subh,412.5,3610.5,120,72,D19/01,27/60 (6x10),,,,,,,,,,,,
d19,2,horz,subh,412.5,3682.5,120,72,D19/02,27/60 (6x10),,,,,,,,,,,,
d19,3,horz,subh,412.5,3754.5,120,72,D19/03,27/60 (6x10),,,,,,,,,,,,
d19,4,horz,subh,412.5,3826.5,120,72,D19/04,27/60 (6x10),,,,,,,,,,,,
d19,5,horz,subh,412.5,3898.5,120,72,D19/05,27/60 (6x10),,,,,,,,,,,,
d19,6,horz,subh,412.5,3970.5,120,72,D19/06,27/60 (6x10),,,,,,,,,,,,
d19,7,horz,subh,412.5,4042.5,120,72,D19/07,27/60 (6x10),,,,,,,,,,,,
d19,8,horz,subh,412.5,4114.5,120,72,D19/08,27/60 (6x10),,,,,,,,,,,,
d19,9,horz,subh,412.5,4186.5,120,72,D19/09,27/60 (6x10),,,,,,,,,,,,
d19,10,horz,subh,412.5,4258.5,120,72,D19/10,27/60 (6x10),,,,,,,,,,,,
d19,11,horz,subh,412.5,4330.5,120,72,D19/11,27/60 (6x10),,,,,,,,,,,,
d19,12,horz,subh,412.5,4402.5,120,72,D19/12,27/60 (6x10),,,,,,,,,,,,
d19,13,horz,subh,412.5,4474.5,120,72,D19/12A,27/60 (6x10),,,,,,,,,,,,
d19,14,horz,subh,412.5,4546.5,120,72,D19/14,27/60 (6x10),,,,,,,,,,,,
d19,15,horz,subh,412.5,4618.5,120,72,D19/15,27/60 (6x10),,,,,,,,,,,,
d19,16,horz,subh,412.5,4690.5,120,72,D19/16,27/60 (6x10),,,,,,,,,,,,
d19,17,horz,subh30,412.5,4762.5,120,108,D19/17,27/60 (6x10) +30,,,,,,,,,,,,
d21,26,horz,subh,1600.5,3382.5,120,72,D21/26,27/60 (6x10),,,,,,,,,,,,
d21,27,horz,subh,1600.5,3310.5,120,72,D21/27,27/60 (6x10),,,,,,,,,,,,
d21,31,horz,subh,1600.5,3022.5,120,72,D21/31,27/60 (6x10),,,,,,,,,,,,
d21,38,horz,subh,1600.5,2518.5,120,72,D21/38,27/60 (6x10),,,,,,,,,,,,
d21,32,horz,subh,1600.5,2950.5,120,72,D21/32,27/60 (6x10),,,,,,,,,,,,
d21,33,horz,subh,1600.5,2878.5,120,72,D21/33,27/60 (6x10),,,,,,,,,,,,
d21,35,horz,subh,1600.5,2734.5,120,72,D21/35,27/60 (6x10),,,,,,,,,,,,
d21,34,horz,subh,1600.5,2806.5,120,72,D21/34,27/60 (6x10),,,,,,,,,,,,
d21,36,horz,subh,1600.5,2662.5,120,72,D21/36,27/60 (6x10),,,,,,,,,,,,
d21,37,horz,subh,1600.5,2590.5,120,72,D21/37,27/60 (6x10),,,,,,,,,,,,
d21,39,horz,subh,1600.5,2446.5,120,72,D21/39,27/60 (6x10),,,,,,,,,,,,
d21,30,horz,subh,1600.5,3094.5,120,72,D21/30,27/60 (6x10),,,,,,,,,,,,
d21,29,horz,subh,1600.5,3166.5,120,72,D21/29,27/60 (6x10),,,,,,,,,,,,
d21,28,horz,subh,1600.5,3238.5,120,72,D21/28,27/60 (6x10),,,,,,,,,,,,
d21,40,horz,subh,1600.5,2374.5,120,72,D21/40,27/60 (6x10),,,,,,,,,,,,
d21,41,horz,subh30,1600.5,2266.5,120,108,D21/41,27/60 (6x10) +30,,,,,,,,,,,,
d21,25,horz,subh,1600.5,3454.5,120,72,D21/25,27/60 (6x10),,,,,,,,,,,,
d21,3,horz,comh36,1720.5,2050.5,144,108,D21/03,36/72 (6x12) +36,,,,,,,,,,,,
d21,4,horz,comh,1720.5,2158.5,144,72,D21/04,36/72 (6x12),,,,,,,,,,,,
d21,5,horz,comh,1720.5,2230.5,144,72,D21/05,36/72 (6x12),,,,,,,,,,,,
d21,6,horz,comh,1720.5,2302.5,144,72,D21/06,36/72 (6x12),,,,,,,,,,,,
d21,7,horz,comh,1720.5,2374.5,144,72,D21/07,36/72 (6x12),,,,,,,,,,,,
d21,8,horz,comh,1720.5,2446.5,144,72,D21/08,36/72 (6x12),,,,,,,,,,,,
d21,9,horz,comh,1720.5,2518.5,144,72,D21/09,36/72 (6x12),,,,,,,,,,,,
d21,10,horz,comh,1720.5,2590.5,144,72,D21/10,36/72 (6x12),,,,,,,,,,,,
d21,11,horz,comh,1720.5,2662.5,144,72,D21/11,36/72 (6x12),,,,,,,,,,,,
d21,12,horz,comh,1720.5,2734.5,144,72,D21/12,36/72 (6x12),,,,,,,,,,,,
d21,13,horz,comh,1720.5,2806.5,144,72,D21/12A,36/72 (6x12),,,,,,,,,,,,
d21,14,horz,comh,1720.5,2878.5,144,72,D21/14,36/72 (6x12),,,,,,,,,,,,
d21,15,horz,comh,1720.5,2950.5,144,72,D21/15,36/72 (6x12),,,,,,,,,,,,
d21,16,horz,comh,1720.5,3022.5,144,72,D21/16,36/72 (6x12),,,,,,,,,,,,
d21,17,horz,comh,1720.5,3094.5,144,72,D21/17,36/72 (6x12),,,,,,,,,,,,
d21,18,horz,comh,1720.5,3166.5,144,72,D21/18,36/72 (6x12),,,,,,,,,,,,
d21,19,horz,comh,1720.5,3238.5,144,72,D21/19,36/72 (6x12),,,,,,,,,,,,
d21,20,horz,comh,1720.5,3310.5,144,72,D21/20,36/72 (6x12),,,,,,,,,,,,
d21,21,horz,comh,1720.5,3382.5,144,72,D21/21,36/72 (6x12),,,,,,,,,,,,
d21,22,horz,comh,1720.5,3454.5,144,72,D21/22,36/72 (6x12),,,,,,,,,,,,
d22,46,horz,subh30,1264.5,2266.5,120,108,D22/46,27/60 (6x10) +30,,,,,,,,,,,,
d22,45,horz,subh,1264.5,2374.5,120,72,D22/45,27/60 (6x10),,,,,,,,,,,,
d22,44,horz,subh,1264.5,2446.5,120,72,D22/44,27/60 (6x10),,,,,,,,,,,,
d22,43,horz,subh,1264.5,2518.5,120,72,D22/43,27/60 (6x10),,,,,,,,,,,,
d22,42,horz,subh,1264.5,2590.5,120,72,D22/42,27/60 (6x10),,,,,,,,,,,,
d22,41,horz,subh,1264.5,2662.5,120,72,D22/41,27/60 (6x10),,,,,,,,,,,,
d22,40,horz,subh,1264.5,2734.5,120,72,D22/40,27/60 (6x10),,,,,,,,,,,,
d22,39,horz,subh,1264.5,2806.5,120,72,D22/39,27/60 (6x10),,,,,,,,,,,,
d22,38,horz,subh,1264.5,2878.5,120,72,D22/38,27/60 (6x10),,,,,,,,,,,,
d22,37,horz,subh,1264.5,2950.5,120,72,D22/37,27/60 (6x10),,,,,,,,,,,,
d22,36,horz,subh,1264.5,3022.5,120,72,D22/36,27/60 (6x10),,,,,,,,,,,,
d22,1,horz,subh30,1384.5,2266.5,120,108,D22/01,27/60 (6x10) +30,,,,,,,,,,,,
d22,2,horz,subh,1384.5,2374.5,120,72,D22/02,27/60 (6x10),,,,,,,,,,,,
d22,3,horz,subh,1384.5,2446.5,120,72,D22/03,27/60 (6x10),,,,,,,,,,,,
d22,5,horz,subh,1384.5,2590.5,120,72,D22/05,27/60 (6x10),,,,,,,,,,,,
d22,4,horz,subh,1384.5,2518.5,120,72,D22/04,27/60 (6x10),,,,,,,,,,,,
d22,6,horz,subh,1384.5,2662.5,120,72,D22/06,27/60 (6x10),,,,,,,,,,,,
d22,7,horz,subh,1384.5,2734.5,120,72,D22/07,27/60 (6x10),,,,,,,,,,,,
d22,8,horz,subh,1384.5,2806.5,120,72,D22/08,27/60 (6x10),,,,,,,,,,,,
d22,9,horz,subh,1384.5,2878.5,120,72,D22/09,27/60 (6x10),,,,,,,,,,,,
d22,11,horz,subh,1384.5,3022.5,120,72,D22/11,27/60 (6x10),,,,,,,,,,,,
d22,10,horz,subh,1384.5,2950.5,120,72,D22/10,27/60 (6x10),,,,,,,,,,,,
d22,12,horz,subh,1384.5,3094.5,120,72,D22/12,27/60 (6x10),,,,,,,,,,,,
d22,35,horz,subh,1264.5,3094.5,120,72,D22/35,27/60 (6x10),,,,,,,,,,,,
d23,46,horz,subh30,940.5,2266.5,120,108,D23/46,27/60 (6x10) +30,,,,,,,,,,,,
d23,45,horz,subh,940.5,2374.5,120,72,D23/45,27/60 (6x10),,,,,,,,,,,,
d23,44,horz,subh,940.5,2446.5,120,72,D23/44,27/60 (6x10),,,,,,,,,,,,
d23,43,horz,subh,940.5,2518.5,120,72,D23/43,27/60 (6x10),,,,,,,,,,,,
d23,42,horz,subh,940.5,2590.5,120,72,D23/42,27/60 (6x10),,,,,,,,,,,,
d23,41,horz,subh,940.5,2662.5,120,72,D23/41,27/60 (6x10),,,,,,,,,,,,
d23,40,horz,subh,940.5,2734.5,120,72,D23/40,27/60 (6x10),,,,,,,,,,,,
d23,39,horz,subh,940.5,2806.5,120,72,D23/39,27/60 (6x10),,,,,,,,,,,,
d23,38,horz,subh,940.5,2878.5,120,72,D23/38,27/60 (6x10),,,,,,,,,,,,
d23,37,horz,subh,940.5,2950.5,120,72,D23/37,27/60 (6x10),,,,,,,,,,,,
d23,36,horz,subh,940.5,3022.5,120,72,D23/36,27/60 (6x10),,,,,,,,,,,,
d23,35,horz,subh,940.5,3094.5,120,72,D23/35,27/60 (6x10),,,,,,,,,,,,
d23,1,horz,subh30,1060.5,2266.5,120,108,D23/01,27/60 (6x10) +30,,,,,,,,,,,,
d23,2,horz,subh,1060.5,2374.5,120,72,D23/02,27/60 (6x10),,,,,,,,,,,,
d23,3,horz,subh,1060.5,2446.5,120,72,D23/03,27/60 (6x10),,,,,,,,,,,,
d23,4,horz,subh,1060.5,2518.5,120,72,D23/04,27/60 (6x10),,,,,,,,,,,,
d23,5,horz,subh,1060.5,2590.5,120,72,D23/05,27/60 (6x10),,,,,,,,,,,,
d23,6,horz,subh,1060.5,2662.5,120,72,D23/06,27/60 (6x10),,,,,,,,,,,,
d23,7,horz,subh,1060.5,2734.5,120,72,D23/07,27/60 (6x10),,,,,,,,,,,,
d23,8,horz,subh,1060.5,2806.5,120,72,D23/08,27/60 (6x10),,,,,,,,,,,,
d23,9,horz,subh,1060.5,2878.5,120,72,D23/09,27/60 (6x10),,,,,,,,,,,,
d23,10,horz,subh,1060.5,2950.5,120,72,D23/10,27/60 (6x10),,,,,,,,,,,,
d23,11,horz,subh,1060.5,3022.5,120,72,D23/11,27/60 (6x10),,,,,,,,,,,,
d23,12,horz,subh,1060.5,3094.5,120,72,D23/12,27/60 (6x10),,,,,,,,,,,,
d24,41,vert,subv,388.5,3238.5,72,120,D24/41,27/60 (6x10),,,,,,,,,,,,
d24,42,vert,subv,460.5,3238.5,72,120,D24/42,27/60 (6x10),,,,,,,,,,,,
d24,43,vert,subv,532.5,3238.5,72,120,D24/43,27/60 (6x10),,,,,,,,,,,,
d24,44,vert,subv,604.5,3238.5,72,120,D24/44,27/60 (6x10),,,,,,,,,,,,
d24,45,vert,subv,676.5,3238.5,72,120,D24/45,27/60 (6x10),,,,,,,,,,,,
d24,46,vert,subv30,748.5,3238.5,108,120,D24/46,27/60 (6x10) +30,,,,,,,,,,,,
d24,6,vert,subv,388.5,3358.5,72,120,D24/06,27/60 (6x10),,,,,,,,,,,,
d24,5,vert,subv,460.5,3358.5,72,120,D24/05,27/60 (6x10),,,,,,,,,,,,
d24,4,vert,subv,532.5,3358.5,72,120,D24/04,27/60 (6x10),,,,,,,,,,,,
d24,3,vert,subv,604.5,3358.5,72,120,D24/03,27/60 (6x10),,,,,,,,,,,,
d24,2,vert,subv,676.5,3358.5,72,120,D24/02,27/60 (6x10),,,,,,,,,,,,
d24,1,vert,subv30,748.5,3358.5,108,120,D24/01,27/60 (6x10) +30,,,,,,,,,,,,
d25,41,vert,subv,388.5,2914.5,72,120,D25/42,27/60 (6x10),,,,,,,,,,,,
d25,42,vert,subv,460.5,2914.5,72,120,D25/42,27/60 (6x10),,,,,,,,,,,,
d25,43,vert,subv,532.5,2914.5,72,120,D25/43,27/60 (6x10),,,,,,,,,,,,
d25,44,vert,subv,604.5,2914.5,72,120,D25/44,27/60 (6x10),,,,,,,,,,,,
d25,45,vert,subv,676.5,2914.5,72,120,D25/45,27/60 (6x10),,,,,,,,,,,,
d25,46,vert,subv30,748.5,2914.5,108,120,D25/46,27/60 (6x10) +30,,,,,,,,,,,,
d25,6,vert,subv,388.5,3034.5,72,120,D25/05,27/60 (6x10),,,,,,,,,,,,
d25,5,vert,subv,460.5,3034.5,72,120,D25/05,27/60 (6x10),,,,,,,,,,,,
d25,4,vert,subv,532.5,3034.5,72,120,D25/04,27/60 (6x10),,,,,,,,,,,,
d25,3,vert,subv,604.5,3034.5,72,120,D25/03,27/60 (6x10),,,,,,,,,,,,
d25,2,vert,subv,676.5,3034.5,72,120,D25/02,27/60 (6x10),,,,,,,,,,,,
d25,1,vert,subv30,748.5,3034.5,108,120,D25/01,27/60 (6x10) +30,,,,,,,,,,,,
d26,41,vert,subv,388.5,2590.5,72,120,D26/41,27/60 (6x10),,,,,,,,,,,,
d26,42,vert,subv,460.5,2590.5,72,120,D26/42,27/60 (6x10),,,,,,,,,,,,
d26,43,vert,subv,532.5,2590.5,72,120,D26/43,27/60 (6x10),,,,,,,,,,,,
d26,44,vert,subv,604.5,2590.5,72,120,D26/44,27/60 (6x10),,,,,,,,,,,,
d26,45,vert,subv,676.5,2590.5,72,120,D26/45,27/60 (6x10),,,,,,,,,,,,
d26,46,vert,subv30,748.5,2590.5,108,120,D26/46,27/60 (6x10) +30,,,,,,,,,,,,
d26,6,vert,subv,388.5,2710.5,72,120,D26/06,27/60 (6x10),,,,,,,,,,,,
d26,5,vert,subv,460.5,2710.5,72,120,D26/05,27/60 (6x10),,,,,,,,,,,,
d26,4,vert,subv,532.5,2710.5,72,120,D26/04,27/60 (6x10),,,,,,,,,,,,
d26,3,vert,subv,604.5,2710.5,72,120,D26/03,27/60 (6x10),,,,,,,,,,,,
d26,2,vert,subv,676.5,2710.5,72,120,D26/02,27/60 (6x10),,,,,,,,,,,,
d26,1,vert,subv30,748.5,2710.5,108,120,D26/01,27/60 (6x10) +30,,,,,,,,,,,,
d27,42,vert,subv,460.5,2266.5,72,120,D27/42,27/60 (6x10),,,,,,,,,,,,
d27,43,vert,subv,532.5,2266.5,72,120,D27/43,27/60 (6x10),,,,,,,,,,,,
d27,44,vert,subv,604.5,2266.5,72,120,D27/44,27/60 (6x10),,,,,,,,,,,,
d27,45,vert,subv,676.5,2266.5,72,120,D27/45,27/60 (6x10),,,,,,,,,,,,
d27,46,vert,subv30,748.5,2266.5,108,120,D27/46,27/60 (6x10) +30,,,,,,,,,,,,
d27,5,vert,subv,460.5,2386.5,72,120,D27/05,27/60 (6x10),,,,,,,,,,,,
d27,4,vert,subv,532.5,2386.5,72,120,D27/04,27/60 (6x10),,,,,,,,,,,,
d27,3,vert,subv,604.5,2386.5,72,120,D27/03,27/60 (6x10),,,,,,,,,,,,
d27,2,vert,subv,676.5,2386.5,72,120,D27/02,27/60 (6x10),,,,,,,,,,,,
d27,1,vert,subv30,748.5,2386.5,108,120,D27/01,27/60 (6x10) +30,,,,,,,,,,,,
d31,19,vert,comv,400.5,1906.5,72,144,D31/19,36/72 (6x12),,,,,,,,,,,,
d31,18,vert,comv,472.5,1906.5,72,144,D31/18,36/72 (6x12),,,,,,,,,,,,
d31,17,vert,comv,544.5,1906.5,72,144,D31/17,36/72 (6x12),,,,,,,,,,,,
d31,16,vert,comv,616.5,1906.5,72,144,D31/16,36/72 (6x12),,,,,,,,,,,,
d31,15,vert,comv,688.5,1906.5,72,144,D31/15,36/72 (6x12),,,,,,,,,,,,
d31,14,vert,comv,760.5,1906.5,72,144,D31/14,36/72 (6x12),,,,,,,,,,,,
d31,13,vert,comv,832.5,1906.5,72,144,D31/12A,36/72 (6x12),,,,,,,,,,,,
d31,12,vert,comv,904.5,1906.5,72,144,D31/12,36/72 (6x12),,,,,,,,,,,,
d31,11,vert,comv,976.5,1906.5,72,144,D31/11,36/72 (6x12),,,,,,,,,,,,
d31,10,vert,comv,1048.5,1906.5,72,144,D31/10,36/72 (6x12),,,,,,,,,,,,
d31,9,vert,comv,1120.5,1906.5,72,144,D31/09,36/72 (6x12),,,,,,,,,,,,
d31,8,vert,comv,1192.5,1906.5,72,144,D31/08,36/72 (6x12),,,,,,,,,,,,
d31,7,vert,comv,1264.5,1906.5,72,144,D31/07,36/72 (6x12),,,,,,,,,,,,
d31,6,vert,comv,1336.5,1906.5,72,144,D31/06,36/72 (6x12),,,,,,,,,,,,
d31,5,vert,comv,1408.5,1906.5,72,144,D31/05,36/72 (6x12),,,,,,,,,,,,
d31,4,vert,comv,1480.5,1906.5,72,144,D31/04,36/72 (6x12),,,,,,,,,,,,
d31,3,vert,comv,1552.5,1906.5,72,144,D31/03,36/72 (6x12),,,,,,,,,,,,
d31,2,vert,comv,1624.5,1906.5,72,144,D31/02,36/72 (6x12),,,,,,,,,,,,
d31,1,vert,comv,1696.5,1906.5,72,144,D31/01,36/72 (6x12),,,,,,,,,,,,
d31,38,vert,subv,400.5,2050.5,72,120,D31/38,27/60 (6x10),v,,,,,,,,,,,
d31,39,vert,subv,472.5,2050.5,72,120,D31/39,27/60 (6x10),,v,,,,,,,,,,
d31,40,vert,subv,544.5,2050.5,72,120,D31/40,27/60 (6x10),,,v,,,,,,,,,
d31,41,vert,subv,616.5,2050.5,72,120,D31/41,27/60 (6x10),,,,v,,,,,,,,
d31,42,vert,subv,688.5,2050.5,72,120,D31/42,27/60 (6x10),,,,,v,,,,,,,
d31,43,vert,subv,760.5,2050.5,72,120,D31/43,27/60 (6x10),,,,,,v,,,,,,
d31,44,vert,subv,832.5,2050.5,72,120,D31/44,27/60 (6x10),,,,,,,v,,,,,
d31,45,vert,subv,904.5,2050.5,72,120,D31/45,27/60 (6x10),,,,,,,,v,,,,
d31,46,vert,subv,976.5,2050.5,72,120,D31/46,27/60 (6x10),,,,,,,,,v,,,
d31,47,vert,subv,1048.5,2050.5,72,120,D31/47,27/60 (6x10),,,,,,,,,,v,,
d31,48,vert,subv,1120.5,2050.5,72,120,D31/48,27/60 (6x10),,,,,,,,,,,v,
d31,49,vert,subv,1192.5,2050.5,72,120,D31/49,27/60 (6x10),,,,,,,,,,,,v
